;C_p_expect (J/mol/K);N_eff;Vol_expect (mL/mol);dC_p_expect (J/mol/K);dVol_expect (mL/mol);epsilon values;rmin_half values
297;89.1639972898;1306.74799075;109.328879261;3.27923619013;11.3998500042;0.110466666667;1.901
298;84.3997800029;463.680268123;109.356250019;4.26495824256;17.4936174905;0.111533333333;1.894
299;86.5790728099;721.125229641;109.230251042;3.82856020053;14.5473734054;0.111533333333;1.89633333333
300;87.9343576839;1039.36446715;109.104329951;3.47975564844;12.5781646426;0.111533333333;1.89866666667
301;88.7676218112;1332.9914083;108.979769258;3.2720227768;11.6274469894;0.111533333333;1.901
302;85.0663229199;539.703275614;109.022809986;4.17984577596;16.7160401354;0.1126;1.894
303;86.572568417;754.859383359;108.891800331;3.88825242177;14.9035092423;0.1126;1.89633333333
304;87.7471301116;950.460428111;108.762546871;3.78861851685;14.3103117226;0.1126;1.89866666667
305;88.76368658;1041.17231623;108.636265812;3.93640802707;15.0523169776;0.1126;1.901
306;90.9705893307;1996.0;109.326523237;2.8873015031;9.52239854677;0.1094;1.908
307;76.0084159169;103.539787882;110.758262553;6.75125253342;35.2800869005;0.1058;1.901
308;82.1590421724;186.867181014;110.686216797;6.04588141318;29.2267492781;0.1058;1.90333333333
309;87.3880486266;316.657359795;110.608364935;5.56924348565;25.1727017127;0.1058;1.90566666667
310;91.4637383756;476.990446589;110.524292135;5.34918309103;22.7443046514;0.1058;1.908
311;82.3502120286;250.318030368;110.432109759;5.41534069315;26.8158099992;0.107;1.901
312;87.1771646461;438.887561819;110.340113135;4.84548597998;21.4829631188;0.107;1.90333333333
313;90.6886405175;702.840453525;110.242642361;4.46957422576;17.9581879291;0.107;1.90566666667
314;92.9261561927;993.221596174;110.140269074;4.23188910268;15.7580115377;0.107;1.908
315;86.8734447806;554.795273479;110.067818705;4.36552793417;18.7827281678;0.1082;1.901
316;89.8528839607;904.796066867;109.960284754;3.93029655396;15.0454661337;0.1082;1.90333333333
317;91.558302839;1315.83418366;109.849175314;3.59648557631;12.6392893022;0.1082;1.90566666667
318;92.311954166;1662.03773881;109.735432424;3.34941919253;11.2320518028;0.1082;1.908
319;88.9637677296;993.200327625;109.680238045;3.65350506824;13.5130004291;0.1094;1.901
320;90.3248192588;1449.9880968;109.56309017;3.28552260609;11.2582152368;0.1094;1.90333333333
321;90.8685562429;1840.55664406;109.444931784;3.01646513773;9.9706071439;0.1094;1.90566666667
322;90.9705894997;1996.0;109.326523239;2.88730151053;9.52239855296;0.1094;1.908
323;90.9705893295;1996.0;109.326523237;2.88730150305;9.52239854677;0.1094;1.908
324;87.2260469065;240.016239657;108.083940242;6.46281274777;28.4324430903;0.1126;1.914
325;85.172081556;173.466484904;108.042187923;6.93918882359;30.8528650342;0.1126;1.916
326;82.7990522905;126.603061992;108.016218097;7.57986984095;33.8161935939;0.1126;1.918
327;80.2527584328;93.7882464523;108.006150699;8.43467123202;37.5215418447;0.1126;1.92
328;85.4479949474;136.290095573;107.823671014;8.00037284133;37.5609701469;0.113633333333;1.914
329;83.1005034566;106.906250426;107.800895568;8.28078819888;38.490150617;0.113633333333;1.916
330;80.7322146412;84.4540587424;107.792790281;8.83340600738;40.1332583345;0.113633333333;1.918
331;78.4835822384;67.4458602;107.798508244;9.70329323544;42.7060216285;0.113633333333;1.92
332;82.967296451;79.4797992981;107.582555292;9.69384786401;48.1942199203;0.114666666667;1.914
333;80.5390103965;67.7696222233;107.578412995;9.79332859747;46.7944869144;0.114666666667;1.916
334;78.357723875;57.5904755861;107.586779909;10.2757842072;46.4109987016;0.114666666667;1.918
335;76.5275610092;49.0306936599;107.606250539;11.1680123693;47.3705065747;0.114666666667;1.92
336;79.8159968018;48.2874952515;107.360506054;11.2672810564;60.0282241868;0.1157;1.914
337;77.5259838191;44.5793272276;107.374210677;11.2868963407;55.9010817955;0.1157;1.916
338;75.6562345603;40.4836153621;107.397736757;11.7425347291;52.9581945945;0.1157;1.918
339;74.2788820672;36.3946693761;107.429417466;12.6509789298;51.7581285879;0.1157;1.92
340;90.9705893291;1996.0;109.326523237;2.88730150303;9.52239854677;0.1094;1.908
341;90.9705893943;1996.0;109.326523236;2.88730150118;9.52239853481;0.1094;1.908
342;90.9143597237;1878.73355555;109.225408946;2.92247400569;9.78285023602;0.1094;1.91
343;90.7902054733;1563.70898585;109.125489791;3.11706876112;10.6621973705;0.1094;1.912
344;90.5390962305;1151.19490309;109.028270339;3.48874213459;12.197307961;0.1094;1.914
345;90.1506042107;1730.14556866;108.969806365;3.01767148283;10.4571906845;0.110466666667;1.908
346;90.1361089496;1441.76437718;108.871243723;3.25346519874;11.5095994353;0.110466666667;1.91
347;89.9322371063;1079.842641;108.776669203;3.62771574262;13.1187685254;0.110466666667;1.912
348;89.386440095;740.771363319;108.688449116;4.13567460125;15.2901732846;0.110466666667;1.914
349;90.0153658761;1148.19878869;108.62454809;3.77651008487;14.230859769;0.111533333333;1.908
350;89.9400126917;877.925559795;108.532551787;4.16678218476;16.072348006;0.111533333333;1.91
351;89.4562548321;627.839641798;108.448184042;4.62547578073;18.2637488473;0.111533333333;1.912
352;88.4482891942;430.368290704;108.3740975;5.15343353762;20.8149978597;0.111533333333;1.914
353;90.3291316529;608.872538344;108.29221216;5.31919543528;22.0809638328;0.1126;1.908
354;89.8621578577;455.415918109;108.21071276;5.7143746348;24.2465455251;0.1126;1.91
355;88.8210052535;332.394365066;108.140613608;6.07886167189;26.3109625136;0.1126;1.912
356;87.2260470432;240.016240707;108.083940238;6.4628127539;28.4324431896;0.1126;1.914
357;90.9705893295;1996.0;109.326523237;2.8873015031;9.52239854677;0.1094;1.908
358;98.893864658;55.0877358209;111.312143541;11.5161947704;70.3599011556;0.1022;1.92
359;101.663661477;33.0679771384;111.33241054;10.867311122;90.7788679915;0.1022;1.922
360;103.094897444;17.1506384417;111.387577917;10.9456037168;122.174959919;0.1022;1.924
361;102.269285357;9.11208592093;111.478184271;14.4646604799;156.560465742;0.1022;1.926
362;104.8370137;88.2178454422;110.956878342;8.90737737205;67.852726838;0.1034;1.92
363;108.657648391;46.7397389613;110.965815096;8.3892425908;96.2173211331;0.1034;1.922
364;112.484018356;23.9297746013;111.006105322;7.29913586631;133.994874498;0.1034;1.924
365;115.824221046;13.1991227062;111.074606867;6.83879966834;174.697240306;0.1034;1.926
366;106.544165332;152.318315784;110.537777416;8.51357348144;62.3662621719;0.1046;1.92
367;111.098447886;81.6149932078;110.517755477;10.0523698081;90.3049826254;0.1046;1.922
368;116.727605423;44.4768751112;110.516960652;11.6649294585;125.400056764;0.1046;1.924
369;123.198485731;26.2740395883;110.530547952;12.7513245228;163.784956896;0.1046;1.926
370;103.89223188;297.248174382;110.070474562;8.56591535043;49.6888269165;0.1058;1.92
371;107.59599311;173.097177528;110.012967773;11.4312926788;69.7360828059;0.1058;1.922
372;112.042204804;101.752728356;109.963393919;15.0801217865;93.3499586944;0.1058;1.924
373;116.716860468;62.5448208978;109.919282428;19.2962389311;117.873909583;0.1058;1.926
374;90.9705893306;1996.0;109.326523237;2.88730150309;9.52239854677;0.1094;1.908
375;87.2171561282;268.035513633;108.780888442;5.85202887292;21.5045894502;0.1094;1.92
376;84.6135233922;155.069411966;108.725243044;7.12817964044;26.9245396717;0.1094;1.922
377;81.1279556719;91.6180492449;108.688034211;8.65309261238;34.083136428;0.1094;1.924
378;76.8539058389;56.1242051446;108.67018706;10.3726564475;43.0851731264;0.1094;1.926
379;84.2437097138;186.359089696;108.493204755;6.52654619865;26.1130408792;0.110466666667;1.92
380;81.186109307;117.564330159;108.460798758;7.66770848159;31.9865706606;0.110466666667;1.922
381;77.5658285256;75.9710805282;108.447072015;8.99491102032;39.4688020286;0.110466666667;1.924
382;73.5221932189;50.5376190042;108.451383563;10.4808442425;48.5864788609;0.110466666667;1.926
383;82.0812196463;132.00622061;108.238155434;7.38723024073;31.8001700647;0.111533333333;1.92
384;79.088569409;91.2754843615;108.226553773;8.44872982651;37.2832234337;0.111533333333;1.922
385;75.8468694986;64.394823409;108.231867747;9.69095145055;44.0502494344;0.111533333333;1.924
386;72.4436128199;46.3424724707;108.252772308;11.0887716329;52.1886264068;0.111533333333;1.926
387;80.2527587251;93.7882465868;108.0061507;8.43467126573;37.5215418597;0.1126;1.92
388;77.6494207987;70.6252786194;108.011497378;9.51720420635;42.1183955867;0.1126;1.922
389;75.0539817593;53.9917649061;108.031238075;10.8028472332;47.7277751909;0.1126;1.924
390;72.4772484912;41.7966287179;108.063997342;12.2375302474;54.4482626472;0.1126;1.926
391;90.9705893302;1996.0;109.326523237;2.88730150304;9.52239854677;0.1094;1.908
392;74.1504378976;50.407644582;111.406565695;9.0018111381;42.8408413448;0.1022;1.908
393;78.8037204605;64.3286552553;111.395606941;9.47454725009;46.7323588526;0.1022;1.91
394;83.2929802496;72.5154048858;111.379640342;10.182081129;50.6087729676;0.1022;1.912
395;87.589211752;75.6087056628;111.358950694;10.9312906909;54.0366638553;0.1022;1.914
396;81.1617808616;98.6757197207;111.166664304;7.92244150331;37.9532825996;0.1034;1.908
397;85.9185072112;127.435316395;111.13219277;8.1245849432;39.384493271;0.1034;1.91
398;90.2561401065;148.337437794;111.092858864;8.479816895;40.9365811581;0.1034;1.912
399;94.1742227157;160.748924981;111.050239388;8.83859998678;42.456021177;0.1034;1.914
400;87.3514388334;212.800906981;110.870600502;6.62614091749;30.8272946464;0.1046;1.908
401;91.3464175832;276.687859368;110.81347943;6.66731833413;30.3662375204;0.1046;1.91
402;94.6877458427;328.704298021;110.752292127;6.80822946856;30.2787516082;0.1046;1.912
403;97.5233064143;358.076225812;110.689401067;6.96145591165;30.9367211955;0.1046;1.914
404;91.4637382065;476.990450134;110.524292132;5.34918306143;22.7443047144;0.1058;1.908
405;94.0450176022;610.982527388;110.447722296;5.29260540119;21.4811469802;0.1058;1.91
406;95.9586211549;713.238147655;110.368289585;5.29418177439;20.8970930786;0.1058;1.912
407;97.5069082094;743.872538941;110.288107655;5.37649568798;21.740120101;0.1058;1.914
